text,intent,task,slots,role
I need to know the headcount by role for the marketing team. Is that possible?,headcount_report,headcount_by_role,"{""year"": ""2025""}",hr
How many employees are in the engineering department right now?,headcount_report,headcount_by_department,"{""year"": ""2025""}",employee
"I need the headcount by location for last year, if possible.",headcount_report,headcount_by_location,"{""month"": ""December"", ""year"": ""2022""}",hr
I think I need the headcount by location for the current year.,headcount_report,headcount_by_location,"{""month"": ""October"", ""year"": ""2023""}",hr
Is there a way to get the headcount by role for the finance team?,headcount_report,headcount_by_role,"{""month"": ""October"", ""year"": ""2023""}",hr
Could you share the headcount by department for last month?,headcount_report,headcount_by_department,"{""month"": ""September"", ""year"": ""2023""}",hr
I was wondering about the headcount by role for our tech department.,headcount_report,headcount_by_role,"{""month"": ""October"", ""year"": ""2023""}",hr
Can you give me the headcount by department for the upcoming year?,headcount_report,headcount_by_department,"{""month"": ""October"", ""year"": ""2024""}",hr
I need to check the headcount by location for the last six months.,headcount_report,headcount_by_location,"{""month"": ""October"", ""year"": ""2023""}",hr
What’s the headcount by role for the sales team this year?,headcount_report,headcount_by_role,"{""month"": ""October"", ""year"": ""2023""}",hr
Could you provide me with the headcount by department for the last fiscal year?,headcount_report,headcount_by_department,"{""month"": ""October"", ""year"": ""2022""}",hr
I’d like to know the headcount by location for the past month.,headcount_report,headcount_by_location,"{""month"": ""September"", ""year"": ""2023""}",hr
What’s the headcount by role for the engineering department?,headcount_report,headcount_by_role,"{""month"": ""October"", ""year"": ""2023""}",hr
Can you tell me the headcount by department for this quarter?,headcount_report,headcount_by_department,"{""month"": ""October"", ""year"": ""2023""}",hr
What’s the headcount by role for the HR department this month?,headcount_report,headcount_by_role,"{""month"": ""October"", ""year"": ""2023""}",hr
Could you share the headcount by department for the last two years?,headcount_report,headcount_by_department,"{""month"": ""October"", ""year"": ""2022""}",hr
I need to know the headcount by location for the current month.,headcount_report,headcount_by_location,"{""month"": ""October"", ""year"": ""2023""}",hr
What’s the headcount by role for the customer service team?,headcount_report,headcount_by_role,"{""month"": ""October"", ""year"": ""2023""}",hr
I’d like to see the headcount by location for the previous year.,headcount_report,headcount_by_location,"{""month"": ""October"", ""year"": ""2022""}",hr
What’s the headcount by role for the marketing department this year?,headcount_report,headcount_by_role,"{""month"": ""October"", ""year"": ""2023""}",hr
I'm curious about the current headcount in our New York office. Can you help with that?,headcount_report,headcount_by_location,"{""location"": ""New York"", ""month"": ""October"", ""year"": ""2023""}",employee
What’s the headcount for software engineers in the company right now?,headcount_report,headcount_by_role,"{""role"": ""software engineer"", ""month"": ""October"", ""year"": ""2023""}",hr
Is there a way to check how many employees we have in the marketing department?,headcount_report,headcount_by_department,"{""department"": ""marketing"", ""month"": ""October"", ""year"": ""2023""}",employee
Can I get the latest headcount figures for the sales team?,headcount_report,headcount_by_role,"{""role"": ""sales"", ""month"": ""October"", ""year"": ""2023""}",hr
"I think I need the headcount report for all locations, if that's possible?",headcount_report,headcount_by_location,"{""month"": ""October"", ""year"": ""2023""}",employee
What’s the total headcount in the engineering department as of this month?,headcount_report,headcount_by_department,"{""department"": ""engineering"", ""month"": ""October"", ""year"": ""2023""}",hr
Could you help me with the headcount report by department for this year?,headcount_report,headcount_by_department,"{""year"": ""2025""}",employee
Can you show me the holiday calendar for 2025?,holiday_calendar,holiday_list_year,"{""year"": ""2025""}",employee
What holidays do we have coming up next?,holiday_calendar,holiday_next,{},employee
"I was wondering about the holidays in 2024, could you help?",holiday_calendar,holiday_list_year,"{""year"": ""2024""}",employee
What are the upcoming holidays for this month?,holiday_calendar,holiday_next,{},employee
Could you tell me the holiday schedule for 2023?,holiday_calendar,holiday_list_year,"{""year"": ""2023""}",employee
Are there any holidays next month?,holiday_calendar,holiday_next,{},employee
I think I need to check the holiday calendar for 2026.,holiday_calendar,holiday_list_year,"{""year"": ""2026""}",employee
What holidays do we have in August?,holiday_calendar,holiday_next,{},employee
Can you remind me of the holidays in 2022?,holiday_calendar,holiday_list_year,"{""year"": ""2022""}",employee
What are the next holidays we have coming up?,holiday_calendar,holiday_next,{},employee
"I need to see the holiday list for 2025, please.",holiday_calendar,holiday_list_year,"{""year"": ""2025""}",employee
Could you provide the upcoming holidays for this year?,holiday_calendar,holiday_next,{},employee
What holidays are scheduled for September 2023?,holiday_calendar,holiday_next,{},employee
Can I find out about the holidays in 2024?,holiday_calendar,holiday_list_year,"{""year"": ""2024""}",employee
What are the holidays for the next quarter?,holiday_calendar,holiday_next,{},employee
Please show me the holiday calendar for 2023.,holiday_calendar,holiday_list_year,"{""year"": ""2023""}",employee
What holidays do we have in December?,holiday_calendar,holiday_next,{},employee
Can you tell me the holiday schedule for 2025?,holiday_calendar,holiday_list_year,"{""year"": ""2025""}",employee
What are the upcoming holidays for next month?,holiday_calendar,holiday_next,{},employee
I think I need to check the holidays for 2022.,holiday_calendar,holiday_list_year,"{""year"": ""2022""}",employee
What holidays are coming up in the next few weeks?,holiday_calendar,holiday_next,{},employee
Can you provide the holiday list for 2026?,holiday_calendar,holiday_list_year,"{""year"": ""2026""}",employee
What holidays do we have in November?,holiday_calendar,holiday_next,{},employee
Could you remind me of the holidays in 2023?,holiday_calendar,holiday_list_year,"{""year"": ""2023""}",employee
What are the holidays for the next month?,holiday_calendar,holiday_next,{},employee
Can I see the holiday calendar for 2024?,holiday_calendar,holiday_list_year,"{""year"": ""2024""}",employee
What holidays do we have in January?,holiday_calendar,holiday_next,{},employee
Can you tell me about the holidays for 2025?,holiday_calendar,holiday_list_year,"{""year"": ""2025""}",employee
"I need to check the holidays for 2023, please.",holiday_calendar,holiday_list_year,"{""year"": ""2023""}",employee
